HGNC ID	Approved Symbol	Previous Symbols	Synonyms	RefSeq IDs	Entrez Gene ID(supplied by NCBI)
HGNC:6700	LRP8		APOER2, MCI1, LRP-8, HSZ75190	NM_004631	7804
HGNC:6701	LRPAP1	A2MRAP	HBP44		4043
HGNC:6702	LRRFIP1		FLAP-1, FLIIAP1, TRIP, GCF-2, HUFI-1	NM_004735	9208
HGNC:6703	LRRFIP2		HUFI-2	NM_006309	9209
HGNC:6705	LSAMP		LAMP, IGLON3	NM_002338	4045
HGNC:6707	LSP1		WP34	NM_002339	4046
HGNC:6708	LSS		OSC		4047
HGNC:6709	LTA	TNFB	TNFSF1, LT		4049
HGNC:671	RND3	ARHE	RhoE, Rho8	NM_005168	390
HGNC:6710	LTA4H			NM_000895	4048
HGNC:6711	LTB	TNFC	p33, TNFSF3		4050
HGNC:6713	LTB4R	P2RY7, GPR16, CMKRL1	BLTR, P2Y7, LTB4R1		1241
HGNC:6714	LTBP1			NM_206943	4052
HGNC:6715	LTBP2	LTBP3, C14orf141		NM_000428	4053
HGNC:6716	LTBP3	LTBP2		NM_021070	4054
HGNC:6717	LTBP4		LTBP-4, LTBP-4L, FLJ46318, FLJ90018	NM_003573	8425
HGNC:6718	LTBR	D12S370	TNFCR, TNFR-RP, TNFR2-RP, TNF-R-III, TNFRSF3		4055
HGNC:6719	LTC4S		MGC33147	NM_000897	4056
HGNC:672	RHOG	ARHG	RhoG, MGC125835, MGC125836	NM_001665	391
HGNC:6720	LTF		HLF2	NM_002343	4057
HGNC:6721	LTK		TYK1		4058
HGNC:6722	BCAM	LU	CD239	NM_005581	4059
HGNC:6723	LUC7L		LUC7B1, hLuc7B1, Luc7		55692
HGNC:6724	LUM	LDC	SLRR2D	NM_002345	4060
HGNC:6726	CD180	LY64	RP105, Ly78	NM_005582	4064
HGNC:6727	LY6E		TSA-1, RIG-E, SCA-2	NM_001127213	4061
HGNC:6728	LY6H		NMLY6		4062
HGNC:6729	LY75		DEC-205, CLEC13B, CD205		4065
HGNC:673	ARHGAP1		RhoGAP, p50rhoGAP, CDC42GAP, Cdc42GAP	NM_004308	392
HGNC:6730	LY9		CD229, mLY9, SLAMF3, hly9	NM_002348	4063
HGNC:6731	NCR1	LY94	NK-p46, NKP46, CD335		9437
HGNC:6732	NCR2	LY95	NK-p44, CD336		9436
HGNC:6734	LYL1		bHLHa18	NM_005583	4066
HGNC:6735	LYN		JTK8	NM_002350	4067
HGNC:6737	LYPLA1		LPL1		10434
HGNC:6738	LYPLA2		APT-2		11313
HGNC:674	ARHGAP4		KIAA0131, C1, p115, RhoGAP4, SrGAP4	NM_001666	393
HGNC:6740	LYZ			NM_000239	4069
HGNC:6741	LZTFL1		BBS17	NM_020347	54585
HGNC:6742	LZTR1		LZTR-1, BTBD29	NM_006767	8216
HGNC:6743	CAPRIN1	M11S1, GPIAP1	caprin-1, RNG105	NM_005898	4076
HGNC:6746	NBR1	M17S2	CA125, KIAA0049, 1A1-3B	NM_005899	4077
HGNC:675	ARHGAP5	GFI2	RhoGAP5, p190-B, p190BRhoGAP	NM_001030055	394
HGNC:6752	M6PR				4074
HGNC:6755	MAA				4080
HGNC:6757	MAB21L1		CAGR1	NM_005584	4081
HGNC:6758	MAB21L2			NM_006439	10586
HGNC:6759	MARCKS	MACS	PKCSL, 80K-L	NM_002356	4082
HGNC:676	ARHGAP6		rhoGAPX-1	NM_013427	395
HGNC:6760	MARCKSP1	MACSL1			4083
HGNC:6761	MXD1	MAD	MAD1, bHLHc58	NM_002357	4084
HGNC:6762	MAD1L1		HsMAD1, TXBP181, MAD1, PIG9, TP53I9	NM_003550	8379
HGNC:6763	MAD2L1		MAD2, HSMAD2		4085
HGNC:6764	MAD2L2		MAD2B, REV7, POLZ2	NM_006341	10459
HGNC:6765	MADCAM1		MACAM1	NM_130760	8174
HGNC:6766	MADD		DENN, KIAA0358, RAB3GEP		8567
HGNC:6767	SMAD1	MADH1	MADR1, JV4-1	NM_005900	4086
HGNC:6768	SMAD2	MADH2	MADR2, JV18-1	NM_005901	4087
HGNC:6769	SMAD3	MADH3	JV15-2, HsT17436	NM_005902	4088
HGNC:677	ARHGAP8		FLJ20185, BPGAP1	NM_017701	23779
HGNC:6770	SMAD4	MADH4	DPC4	NM_005359	4089
HGNC:6771	SMAD5	MADH5	Dwfc, JV5-1	NM_005903	4090
HGNC:6772	SMAD6	MADH7, MADH6	HsT17432	NM_005585	4091
HGNC:6773	SMAD7	MADH8, MADH7		NM_005904	4092
HGNC:6774	SMAD9	MADH6, MADH9		NM_005905	4093
HGNC:6775	ZFYVE9	MADHIP	SMADIP, SARA, PPP1R173	NM_007324	9372
HGNC:6776	MAF		c-MAF		4094
HGNC:6777	MAFD1		BPAD		4095
HGNC:6778	MAFD2				4096
HGNC:678	ARHGDIA	GDIA1	RHOGDI	NM_004309	396
HGNC:6780	MAFF		hMafF	NM_001161572	23764
HGNC:6781	MAFG		MGC13090, MGC20149	NM_002359	4097
HGNC:6782	MAFK		P18, NFE2U	NM_002360	7975
HGNC:6783	MAG	GMA	SIGLEC4A, SIGLEC-4A, S-MAG	NM_080600	4099
HGNC:679	ARHGDIB	RAP1GN1, GDIA2, GDID4	Ly-GDI, RhoGDI2	NM_001175	397
HGNC:6796	MAGEA1	MAGE1	MGC9326, CT1.1	NM_004988	4100
HGNC:6797	MAGEA10	MAGE10	MGC10599, CT1.10	NM_021048	4109
HGNC:6798	MAGEA11	MAGE11	MAGE-11, MAGEA-11, MGC10511, CT1.11	NM_005366	4110
HGNC:6799	MAGEA12	MAGE12	CT1.12	NM_005367	4111
HGNC:68	ABCD4	PXMP1L	PMP69, P70R, EST352188	NM_005050	5826
HGNC:680	ARHGDIG		RHOGDI-3		398
HGNC:6800	MAGEA2	MAGE2	MAGEA2A, CT1.2	NM_005361	4101
HGNC:6801	MAGEA3	MAGE3	HYPD, HIP8, MGC14613, CT1.3	NM_005362	4102
HGNC:6802	MAGEA4	MAGE4	MAGE4A, MAGE4B, MAGE-41, MAGE-X2, MGC21336, CT1.4	NM_002362	4103
HGNC:6803	MAGEA5	MAGE5	MGC129526, CT1.5	NM_021049	4104
HGNC:6804	MAGEA6	MAGE6	CT1.6	NM_005363	4105
HGNC:6805	MAGEA7P	MAGE7, MAGEA7		NG_001156	4106
HGNC:6806	MAGEA8	MAGE8	MGC2182, CT1.8	NM_005364	4107
HGNC:6807	MAGEA9	MAGE9	MGC8421, CT1.9	NM_005365	4108
HGNC:6808	MAGEB1		MAGEL1, MAGE-Xp, DAM10, MGC9322, CT3.1	NM_002363	4112
HGNC:6809	MAGEB2		DAM6, MAGE-XP-2, MGC26438, CT3.2	NM_002364	4113
HGNC:681	ARHGEF1		P115-RHOGEF, SUB1.5, LBCL2	NM_199002	9138
HGNC:6810	MAGEB3		CT3.5	NM_002365	4114
HGNC:6811	MAGEB4		MGC33144, CT3.6	NM_002367	4115
HGNC:6812	MAGEC1		MAGE-C1, CT7, MGC39366, CT7.1	NM_005462	9947
HGNC:6813	MAGED1		NRAGE, DLXIN-1	NM_001005332	9500
HGNC:6814	MAGEL2	NDNL1	nM15	NM_019066	54551
HGNC:6815	MAGOH		MAGOHA, MAGOH1	NM_002370	4116
HGNC:6816	MAK		dJ417M14.2, RP62	NM_005906	4117
HGNC:6817	MAL			NM_002371	4118
HGNC:6818	MALL		BENE	NM_005434	7851
HGNC:6819	MALT1	MLT			10892
HGNC:682	ARHGEF2		LFP40, GEF-H1, KIAA0651, P40	NM_004723	9181
HGNC:6821	MAN1A1			NM_005907	4121
HGNC:6822	MAN1A2		MAN1B	NM_006699	10905
HGNC:6823	MAN1B1		MANA-ER, MRT15	NM_016219	11253
HGNC:6824	MAN2A1	MANA2	GOLIM7		4124
HGNC:6825	MAN2A2		MANA2X, HsT19662	NM_006122	4122
HGNC:6826	MAN2B1	MANB	LAMAN		4125
HGNC:6827	MAN2C1	MANA1, MANA			4123
HGNC:683	ARHGEF3		STA3, XPLN, GEF3, DKFZP434F2429	NM_019555	50650
HGNC:6831	MANBA				4126
HGNC:6832	MANBB				4127
HGNC:6833	MAOA			NM_000240	4128
HGNC:6834	MAOB			NM_000898	4129
HGNC:6835	MAP1A	MAP1L		NM_002373	4130
HGNC:6836	MAP1B		MAP5, PPP1R102	NM_005909	4131
HGNC:6838	MAP1LC3A		MAP1BLC3, MAP1ALC3, LC3, LC3A, ATG8E	NM_181509	84557
HGNC:6839	MAP2		MAP2A, MAP2B, MAP2C	NM_001039538	4133
HGNC:684	ARHGEF4		STM6, KIAA1112, ASEF		50649
HGNC:6840	MAP2K1	PRKMK1	MEK1, MAPKK1		5604
HGNC:6841	MAP2K1P1			NG_001273	29778
HGNC:6842	MAP2K2	PRKMK2	MEK2		5605
HGNC:6843	MAP2K3	PRKMK3	MEK3, MKK3, MAPKK3	NM_145109	5606
HGNC:6844	MAP2K4	SERK1	MEK4, JNKK1, PRKMK4, MKK4		6416
HGNC:6845	MAP2K5	PRKMK5	MEK5, MAPKK5, HsT17454	NM_145162	5607
HGNC:6846	MAP2K6	PRKMK6	MEK6, MKK6, SAPKK3, MAPKK6	NM_002758	5608
HGNC:6847	MAP2K7	PRKMK7	MKK7, Jnkk2		5609
HGNC:6848	MAP3K1	MEKK1	MEKK, MAPKKK1	XM_042066	4214
HGNC:6849	MAP3K10	MLK2	MST, MEKK10	NM_002446	4294
HGNC:685	ARHGEF6	MRX46	alphaPIX, Cool-2, KIAA0006, alpha-PIX, Cool2	NM_004840	9459
HGNC:6850	MAP3K11	MLK3, PTK1	SPRK, MEKK11		4296
HGNC:6851	MAP3K12	ZPK	MUK, DLK, ZPKP1, MEKK12	NM_006301	7786
HGNC:6852	MAP3K13		LZK, MEKK13	NM_004721	9175
HGNC:6853	MAP3K14		NIK, HSNIK, FTDCR1B, HS	NM_003954	9020
HGNC:6854	MAP3K2	MEKK2	MEKK2B	NM_006609	10746
HGNC:6855	MAP3K3	MEKK3	MAPKKK3	NM_002401	4215
HGNC:6856	MAP3K4	MEKK4	MTK1, MAPKKK4, KIAA0213		4216
HGNC:6857	MAP3K5	MEKK5	MAPKKK5, ASK1		4217
HGNC:6858	MAP3K6		MAPKKK6, ASK2, MEKK6	NM_004672	9064
HGNC:6859	MAP3K7	TAK1	MEKK7	NM_145331	6885
HGNC:686	RHOH	ARHH	RhoH, TTF	NM_004310	399
HGNC:6860	MAP3K8	COT, ESTF	Tpl-2, EST, c-COT, MEKK8	NM_005204	1326
HGNC:6861	MAP3K9	MLK1	PRKE1, MEKK9		4293
HGNC:6862	MAP4			NM_002375	4134
HGNC:6863	MAP4K1		HPK1	NM_001042600	11184
HGNC:6864	MAP4K2	RAB8IP	GCK, BL44	NM_004579	5871
HGNC:6865	MAP4K3	RAB8IPL1	GLK, MAPKKKK3	NM_003618	8491
HGNC:6866	MAP4K4		HGK, NIK, FLH21957	NM_004834	9448
HGNC:6867	MAP4K5		KHS1, GCKR, KHS	NM_006575	11183
HGNC:6868	MAP6		KIAA1878, STOP, FLJ41346	NM_033063	4135
HGNC:6869	MAP7		E-MAP-115	NM_003980	9053
HGNC:687	DIRAS3	ARHI	NOEY2	NM_004675	9077
HGNC:6871	MAPK1	PRKM2, PRKM1	ERK, ERK2, p41mapk, MAPK2		5594
HGNC:6872	MAPK10	PRKM10	JNK3, p493F12, p54bSAPK		5602
HGNC:6873	MAPK11	PRKM11	p38-2, p38Beta, SAPK2		5600
HGNC:6874	MAPK12	SAPK3	ERK6, PRKM12, p38gamma, SAPK-3	NM_002969	6300
HGNC:6875	MAPK13	PRKM13	SAPK4, p38delta		5603
HGNC:6876	MAPK14	CSPB1, CSBP1, CSBP2	PRKM14, p38, Mxi2, PRKM15	NM_001315	1432
HGNC:6877	MAPK3	PRKM3	ERK1, p44mapk, p44erk1		5595
HGNC:6878	MAPK4	PRKM4	Erk3-related, Erk4	NM_002747	5596
HGNC:6879	MAPK6	PRKM6	ERK3, p97MAPK, HsT17250	NM_002748	5597
HGNC:688	RHOJ	RASL7B, ARHJ	FLJ14445, TCL		57381
HGNC:6880	MAPK7	PRKM7	BMK1, ERK5	NM_139033	5598
HGNC:6881	MAPK8	PRKM8	JNK, JNK1, SAPK1		5599
HGNC:6882	MAPK8IP1	PRKM8IP	IB1, JIP-1, JIP1	NM_005456	9479
HGNC:6883	MAPK8IP2	PRKM8IPL	IB2, JIP2	NM_012324	23542
HGNC:6884	MAPK8IP3		KIAA1066, JSAP1, JIP3, syd	NM_001040439	23162
HGNC:6885	MAPK8IPP	PRKM8IPP		NG_022469	644253
HGNC:6886	MAPK9	PRKM9	JNK2, p54a, SAPK		5601
HGNC:6887	MAPKAPK2			NM_004759	9261
HGNC:6888	MAPKAPK3		3pK, MAPKAP3, 3PK	NM_004635	7867
HGNC:6889	MAPKAPK5		PRAK	NM_139078	8550
HGNC:689	ARIH1		HARI, HHARI, UBCH7BP, ARI	NM_005744	25820
HGNC:6890	MAPRE1		EB1	NM_012325	22919
HGNC:6891	MAPRE2		RP1, EB1, EB2	NM_014268	10982
HGNC:6892	MAPRE3		RP3, EB3	NM_012326	22924
HGNC:6893	MAPT	DDPAC, MAPTL	MTBT1, tau, PPND, FTDP-17, TAU, MSTD, MTBT2, FLJ31424, MGC138549, PPP1R103	NM_016835	4137
HGNC:6895	MARCO		SCARA2	NM_006770	8685
HGNC:6896	MARK1		MARK, PAR-1C		4139
HGNC:6897	MARK3		CTAK1, KP78, PAR-1A	NM_001128918	4140
HGNC:6898	MARS		MetRS, SPG70	NM_004990	4141
HGNC:6899	MAS1			NM_002377	4142
HGNC:69	ABCE1	RNASEL1, RNASELI, RNS4I	RLI, OABP	NM_002940	6059
HGNC:690	ARIH2		TRIAD1	NM_006321	10425
HGNC:6901	MASP1	CRARF, PRSS5	MASP	NM_001879	5648
HGNC:6902	MASP2	MASP1P1		NM_006610	10747
HGNC:6903	MAT1A		MAT, SAMS, MATA1, SAMS1	NM_000429	4143
HGNC:6904	MAT2A		SAMS2, MATA2, MATII	NM_005911	4144
HGNC:6905	MAT2B		MATIIbeta, SDR23E1	NM_013283	27430
HGNC:6906	MATK		HYLTK, CTK, HYL, Lsk, CHK, HHYLTK, DKFZp434N1212, MGC1708, MGC2101	NM_139355	4145
HGNC:6907	MATN1	CRTM, CMP		NM_002379	4146
HGNC:6908	MATN2				4147
HGNC:6909	MATN3		EDM5, HOA	NM_002381	4148
HGNC:691	PHOX2A	ARIX, FEOM2	PMX2A, CFEOM2	NM_005169	401
HGNC:6910	MATN4				8785
HGNC:6912	MATR3	MPD2	KIAA0723, MGC9105, VCPDM	NM_018834	9782
HGNC:6913	MAX		bHLHd4, bHLHd5, bHLHd6, bHLHd7, bHLHd8	NM_197957	4149
HGNC:6914	MAZ		ZF87, Pur-1, Zif87, ZNF801	NM_002383	4150
HGNC:6915	MB		PVALB	NM_203377	4151
HGNC:6916	MBD1		PCM1, CXXC3	NM_015846	4152
HGNC:6917	MBD2			NM_003927	8932
HGNC:6918	MBD3			NM_003926	53615
HGNC:6919	MBD4		MED1	NM_003925	8930
HGNC:692	ARL1		ARFL1	NM_001177	400
HGNC:6921	MBL1P	MBL1P1	COLEC3P		8512
HGNC:6922	MBL2	MBL	COLEC1	NM_000242	4153
HGNC:6923	MBNL1	MBNL	KIAA0428, EXP42, EXP40, EXP35, EXP	NM_021038	4154
HGNC:6924	LAPTM4A	MBNT	HUMORF13, KIAA0108, Mtrp, LAPTM4	NM_014713	9741
HGNC:6925	MBP			NM_001025081	4155
HGNC:6926	MBS1	MBS			4156
HGNC:6927	MBS2		HCFP1		7880
HGNC:6928	MBS3		HCFP2		22811
HGNC:6929	MC1R		MSH-R	NM_002386	4157
HGNC:693	ARL2		ARFL2	NM_001667	402
HGNC:6930	MC2R		ACTHR		4158
HGNC:6931	MC3R		MC3		4159
HGNC:6932	MC4R			NM_005912	4160
HGNC:6933	MC5R			NM_005913	4161
HGNC:6934	MCAM		MUC18, CD146		4162
HGNC:6935	MCC			NM_001085377	4163
HGNC:6936	MCCC1		MCCA	NM_020166	56922
HGNC:6937	MCCC2		MCCB		64087
HGNC:6938	CHST6	MCDC1		NM_021615	4166
HGNC:6939	MCDR1				4167
HGNC:694	ARL3		ARFL3	NM_004311	403
HGNC:6940	MCF2		DBL, ARHGEF21	NM_005369	4168
HGNC:6942	MCKD2		ADMCKD2		
HGNC:6943	MCL1		BCL2L3, Mcl-1	NM_021960	4170
HGNC:6944	MCM2	CCNL1, CDCL1	D3S3194, KIAA0030, BM28, cdc19		4171
HGNC:6945	MCM3				4172
HGNC:6946	MCM3AP		Map80, KIAA0572, GANP, SAC3	NM_003906	8888
HGNC:6947	MCM4	CDC21	CDC54, hCdc21, P1-Cdc21, MGC33310	NM_005914	4173
HGNC:6948	MCM5	CDC46			4174
HGNC:6949	MCM6		Mis5	NM_005915	4175
HGNC:695	ARL4A	ARL4		NM_005738	10124
HGNC:6950	MCM7	MCM2	CDC47, PPP1R104		4176
HGNC:6952	MCO				4178
HGNC:6953	CD46	MIC10, MCP	TRA2.10, MGC26544, TLX	NM_172361	4179
HGNC:6954	MCPH1		FLJ12847, BRIT1	NM_024596	79648
HGNC:6959	CD46P1	MCPL, CD46P			4182
HGNC:696	ARL5A	ARL5			26225
HGNC:6960	MCRS1		ICP22BP, MSP58, P78, MCRS2, INO80Q	NM_006337	10445
HGNC:6961	MCS	MRXS4			4183
HGNC:6962	SMCP	MCSP		NM_030663	4184
HGNC:6967	MDFI		I-mfa	NM_005586	4188
HGNC:6968	DNAJB9	MDG1			4189
HGNC:697	ARL6IP1	ARL6IP	AIP1, ARMER, KIAA0069, SPG61	NM_015161	23204
HGNC:6970	MDH1				4190
HGNC:6971	MDH2				4191
HGNC:6972	MDK	NEGF2	MK, FLJ27379	NM_001012334	4192
HGNC:6973	MDM2		HDM2, MGC5370	NM_006880	4193
HGNC:6974	MDM4		MDMX, HDMX	NM_002393	4194
HGNC:6978	MDRV				4195
HGNC:698	ARL4C	ARL7	LAK		10123
HGNC:6983	ME1				4199
HGNC:6984	ME2			NM_002396	4200
HGNC:6985	ME3				10873
HGNC:6986	MEA1	MEA			4201
HGNC:6990	MECP2	RTT, MRX16, MRX79		NM_004992	4204
HGNC:6993	MEF2A		RSRFC4, RSRFC9		4205
HGNC:6994	MEF2AP1	MEF2AP		NG_003072	4206
HGNC:6995	MEF2B		RSRFR2	NM_005919	100271849
HGNC:6996	MEF2C			NM_002397	4208
HGNC:6997	MEF2D			NM_005920	4209
HGNC:6998	MEFV	MEF	FMF, TRIM20	NM_000243	4210
HGNC:6999	MEHMO				8422
HGNC:7	A2M		FWP007, S863-7, CPAMD5	NM_000014	2
HGNC:70	ABCF1	ABC50	EST123147		23
HGNC:700	ARNT		HIF-1beta, bHLHe2		405
HGNC:7000	MEIS1			NM_002398	4211
HGNC:7001	MEIS2		MRG1, HsT18361	NM_170677	4212
HGNC:7002	MEIS3P1	MEIS3, MEIS4	MRG2		4213
HGNC:7007	RAB8A	MEL	RAB8	NM_005370	4218
HGNC:7008	MELAS				
HGNC:701	ARNTL		MOP3, JAP3, BMAL1, PASD3, bHLHe5	NM_001178	406
HGNC:7010	MEN1				4221
HGNC:7013	MEOX1		MOX1		4222
HGNC:7014	MEOX2	GAX	MOX2	NM_005924	4223
HGNC:7015	MEP1A		PPHA	NM_005588	4224
HGNC:7016	MEP1AP1	MEP1AL1		NG_006472	642840
HGNC:7017	MEP1AP2	MEP1AL2			644777
HGNC:7020	MEP1B			NM_005925	4225
HGNC:7023	MER5				4228
HGNC:7027	MERTK		mer, RP38		10461
HGNC:7028	MEST		PEG1		4232
HGNC:7029	MET		HGFR, RCCP2		4233
HGNC:703	ARPC1A		SOP2Hs, SOP2L, Arc40	NM_006409	10552
HGNC:7030	METTL1	C12orf1	TRM8, TRMT8	NM_005371	4234
HGNC:7032	MFAP1			NM_005926	4236
HGNC:7033	MFAP2		MAGP, MAGP-1	NM_002403	4237
HGNC:7034	MFAP3			NM_005927	4238
HGNC:7035	MFAP4			NM_002404	4239
HGNC:7036	MFGE8	SPAG10	SED1, EDIL1, BA46, OAcGD3S, HsT19888, MFG-E8, hP47	NM_005928	4240
HGNC:7037	MFI2		CD228, FLJ38863, MAP97, MGC4856, MTF1		4241
HGNC:7038	MFNG			NM_002405	4242
HGNC:704	ARPC1B		ARC41, p40-ARC, p41-ARC	NM_005720	10095
HGNC:7043	MGAM		MGA		8972
HGNC:7044	MGAT1	MGAT, GLYT1	GNT-1, GLCNAC-TI	NM_001114618	4245
HGNC:7045	MGAT2		GNT-II	NM_002408	4247
HGNC:7046	MGAT3		GNT-III	NM_002409	4248
HGNC:7047	MGAT4A		GnT-Iva, GnT-4a	NM_012214	11320
HGNC:7048	MGAT4B		GnT-Ivb	NM_014275	11282
HGNC:7049	MGAT5		GNT-V	NM_002410	4249
HGNC:705	ARPC2		p34-Arc, ARC34	NM_005731	10109
HGNC:7050	SCGB2A2	MGB1	UGB2, MGC71974	NM_002411	4250
HGNC:7051	SCGB2A1	MGB2	UGB3, LPHC, MGC71973	NM_002407	4246
HGNC:7056	MGEA5		MEA5, NCOAT, OGA	NM_012215	10724
HGNC:7057	CTAGE5	MGEA, MGEA6	MEA6, cTAGE-5A, cTAGE-5B, cTAGE-5C, cTAGE-5D, MGEA11	NM_005930	4253
HGNC:7059	MGMT			NM_002412	4255
HGNC:706	ARPC3		p21-Arc, ARC21		10094
HGNC:7060	MGP			NM_000900	4256
HGNC:7061	MGST1	GST12	MGST-I	NM_145791	4257
HGNC:7063	MGST2		MGST-II	NM_002413	4258
HGNC:7064	MGST3		GST-III	NM_004528	4259
HGNC:7065	MHAC				53341
HGNC:7067	CIITA	MHC2TA	C2TA, NLRA	NM_000246	4261
HGNC:707	ARPC4		p20-Arc, ARC20	NM_001024959	10093
HGNC:7071	MHS2				4264
HGNC:7073	MHS4				4265
HGNC:7075	MHS6				4266
HGNC:7076	MIA		CD-RAP		8190
HGNC:7079	MIC12				4273
HGNC:708	ARPC5		p16-Arc, ARC16, dJ127C7.3	NM_005717	10092
HGNC:7082	CD99	MIC2		NM_001122898	4267
HGNC:7083	CD99P1	MIC2R, NCRNA00103, CXYorf12, CD99L1		NR_033380	401577
HGNC:7088	MIC7				4270
HGNC:7090	MICA		PERB11.1	NM_001177519	100507436
HGNC:7091	MICB		PERB11.2	NM_005931	4277
HGNC:7092	MICC		PERB11.3	NG_027534	100129192
HGNC:7093	MICD		PERB11.4	NG_015983	4279
HGNC:7094	MICE		dJ377H14.7, PERB11.5	NG_002916	4280
HGNC:7095	MID1		OS, FXY, TRIM18, RNF59		4281
HGNC:7096	MID2		FXY2, TRIM1, RNF60	NM_012216	11043
HGNC:7097	MIF	GLIF	GIF	NM_002415	4282
HGNC:7098	CXCL9	CMK, MIG	SCYB9, Humig, crg-10		4283
HGNC:71	ABCF2		EST133090, ABC28, M-ABC1, HUSSY-18	NM_005692	10061
HGNC:710	ARR3		ARRX	NM_004312	407
HGNC:7102	MINPP1		MIPP		9562
HGNC:7103	MIP		MP26, LIM1, AQP0	NM_012064	4284
HGNC:7104	MIPEP		MIP		4285
HGNC:7105	MITF	WS2A, WS2	MI, bHLHe32	NM_198159	4286
HGNC:7106	ATXN3	SCA3, MJD	ATX3, JOS	NM_004993	4287
HGNC:7107	MKI67		MIB-, PPP1R105	NM_002417	4288
HGNC:7108	MKKS	BBS6			8195
HGNC:7109	MKLN1		TWA2	NM_013255	4289
HGNC:711	ARRB1	ARR1		NM_004041	408
HGNC:7110	MKNK1		MNK1	NM_003684	8569
HGNC:7111	MKNK2	GPRK7	MNK2	NM_199054	2872
HGNC:7112	MKRN1		RNF61	NM_013446	23608
HGNC:7113	MKRN2		RNF62, HSPC070	NM_014160	23609
HGNC:7114	MKRN3	ZNF127, D15S9	RNF63, ZFP127, MGC88288	NM_005664	7681
HGNC:7115	MKRN4P	ZNF127L1, MKRN4, MKRNP5	ZNF-Xp, RNF64	NM_030757	7682
HGNC:7116	MKRN9P	ZNF127L3, MKRN5, MKRNP6	MKRN9, RNF65	NG_004764	400058
HGNC:7117	MKRN5P	ZNF127L2, MKRNP1	ZNF-Xq		7683
HGNC:7118	MKRN6P	MKRNP2			23610
HGNC:7119	MKRN7P	ZNF127L5, MKRNP3			7686
HGNC:712	ARRB2	ARR2	BARR2, DKFZp686L0365	NM_004313	409
HGNC:7120	MKRN8P	ZNF127L4, MKRNP4	LOC391033	NG_009613	391033
HGNC:7121	MKS1	MKS	FLJ20345, POC12, BBS13	NM_017777	54903
HGNC:7124	MLANA		MART1		2315
HGNC:7125	MLF1			NM_022443	4291
HGNC:7126	MLF2		NTN4		8079
HGNC:7127	MLH1	COCA2	HNPCC, FCC2, HNPCC2	NM_000249	4292
HGNC:7128	MLH3			NM_014381	27030
HGNC:713	ARSA			NM_000487	410
HGNC:7132	KMT2A	MLL	TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A	NM_005933	4297
HGNC:7133	KMT2D	TNRC21, MLL2	ALR, MLL4, CAGL114		8085
HGNC:7134	MLLT1		ENL, LTG19, YEATS1	NM_005934	4298
HGNC:7135	AFF1	PBM1, MLLT2	AF-4, AF4	NM_005935	4299
HGNC:7136	MLLT3		AF-9, AF9, YEATS3	NM_004529	4300
HGNC:7137	MLLT4		AF-6, AF6	NM_005936	4301
HGNC:7138	MLLT6		AF17, FLJ23480	NM_005937	4302
HGNC:7139	FOXO4	MLLT7	AFX1	NM_005938	4303
HGNC:714	ARSB			NM_000046	411
HGNC:7141	MLN				4295
HGNC:7142	MARCKSL1	MLP	F52, MacMARCKS, MLP1	NM_023009	65108
HGNC:7146	TRPM1	MLSN1	LTRPC1, CSNB1C	NM_002420	4308
HGNC:7150	MLYCD		MCD, hMCD	NM_012213	23417
HGNC:7151	GSDMC	MLZE			56169
HGNC:7153	MMD		MMA, PAQR11		23531
HGNC:7154	MME		CALLA, CD10, NEP	NM_000902	4311
HGNC:7155	MMP1	CLG		NM_002421	4312
HGNC:7156	MMP10	STMY2			4319
HGNC:7157	MMP11	STMY3		NM_005940	4320
HGNC:7158	MMP12		HME	NM_002426	4321
HGNC:7159	MMP13		CLG3	NM_002427	4322
HGNC:716	ARSC2	ARSC			413
HGNC:7160	MMP14		MT1-MMP	NM_004995	4323
HGNC:7161	MMP15		MT2-MMP, MTMMP2, SMCP-2	NM_002428	4324
HGNC:7162	MMP16	C8orf57	MT3-MMP, DKFZp761D112	NM_005941	4325
HGNC:7163	MMP17		MT4-MMP	NM_016155	4326
HGNC:7165	MMP19	MMP18	RASI-1	NM_002429	4327
HGNC:7166	MMP2	CLG4, CLG4A	TBE-1		4313
HGNC:7167	MMP20				9313
HGNC:717	ARSD				414
HGNC:7170	MMP23A	MMP21	MIFR	NR_002946	8511
HGNC:7171	MMP23B	MMP22	MIFR, MIFR-1	NM_006983	8510
HGNC:7172	MMP24		MT5-MMP	NM_006690	10893
HGNC:7173	MMP3	STMY1, STMY		NM_002422	4314
HGNC:7174	MMP7	MPSL1	PUMP-1		4316
HGNC:7175	MMP8	CLG1		NM_002424	4317
HGNC:7176	MMP9	CLG4B			4318
HGNC:7178	MMRN1	MMRN	ECM, EMILIN4, GPIa*	NM_007351	22915
HGNC:7179	ALDH6A1	MMSDH			4329
HGNC:718	ARSDP1	ARSDP	ARSDY1	NG_000881.2	10034
HGNC:7180	MN1	MGCR	MGCR1-PEN, MGCR1	NM_002430	4330
HGNC:7181	MNAT1		MAT1, RNF66	NM_002431	4331
HGNC:7183	MNDA		PYHIN3	NM_002432	4332
HGNC:7188	MNT		ROX, MXD6, MAD6, bHLHd3	NM_020310	4335
HGNC:7189	MOBP			NM_006501, NM_182934, NM_182935	4336
HGNC:719	ARSE	CDPX, CDPX1		NM_000047	415
